year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,date
2005,10,11,12,37.7,-6.0,tropical depression,0.0,30,1003,0.0,0.0,2005-10-11
2005,10,17,0,17.4,-79.6,tropical depression,0.0,30,1001,0.0,0.0,2005-10-17
2005,10,23,10,18.3,-71.3,tropical storm,0.0,45,1000,125.47454275827978,4.555116164112704,2005-10-23
2005,10,6,0,30.5,-81.6,tropical storm,0.0,45,1002,230.0,0.0,2005-10-06
2005,10,4,0,19.8,-93.2,tropical storm,0.0,55,990,120.0,0.0,2005-10-04
2005,7,6,18,15.6,-71.9,tropical storm,0.0,60,989,155.0,0.0,2005-07-06
2005,8,25,18,26.2,-79.6,tropical storm,0.0,60,988,130.0,0.0,2005-08-25
2005,9,20,6,23.5,-78.8,tropical storm,0.0,60,990,165.0,0.0,2005-09-20
2005,10,10,0,34.3,-18.3,tropical storm,0.0,60,990,120.0,0.0,2005-10-10
2005,10,18,6,15.7,-79.9,tropical storm,0.0,60,982,120.0,0.0,2005-10-18
2005,7,6,3,29.2,-90.1,hurricane,0.0,65,991,125.47454275827978,4.555116164112704,2005-07-06
2005,10,9,18,34.1,-18.9,hurricane,0.0,65,988,140.0,30.0,2005-10-09
2005,10,4,12,18.6,-94.9,hurricane,0.0,70,977,165.0,30.0,2005-10-04
2005,10,30,6,13.3,-83.1,hurricane,2.0,100,962,100.0,30.0,2005-10-30
2005,7,8,12,20.9,-79.5,hurricane,4.0,130,938,220.0,65.0,2005-07-08
2005,7,17,0,17.1,-79.5,hurricane,4.0,140,929,190.0,65.0,2005-07-17
2005,8,28,18,26.3,-88.6,hurricane,4.0,150,902,360.0,180.0,2005-08-28
2005,9,22,6,24.8,-87.6,hurricane,4.0,155,897,300.0,110.0,2005-09-22
2005,10,19,12,17.3,-82.8,hurricane,5.0,160,882,265.0,65.0,2005-10-19
2006,7,17,6,39.1,-66.4,tropical depression,0.0,30,1008,0.0,0.0,2006-07-17
2006,7,17,18,41.1,-63.7,tropical storm,0.0,45,998,60.0,0.0,2006-07-17
2007,8,23,0,20.5,-99.0,tropical depression,0.0,30,998,0.0,0.0,2007-08-23
2007,8,31,18,11.5,-58.0,tropical depression,0.0,30,1008,0.0,0.0,2007-08-31
2007,9,30,6,15.8,-30.9,tropical depression,0.0,30,1006,0.0,0.0,2007-09-30
2007,10,28,6,16.0,-71.4,tropical depression,0.0,30,1002,0.0,0.0,2007-10-28
2007,12,12,18,19.0,-75.7,tropical depression,0.0,30,1008,0.0,0.0,2007-12-12
2007,11,1,18,25.1,-77.3,tropical storm,0.0,55,992,225.0,0.0,2007-11-01
2007,8,16,0,13.0,-49.2,tropical storm,0.0,60,991,90.0,0.0,2007-08-16
2007,9,1,18,12.4,-64.5,tropical storm,0.0,60,999,140.0,0.0,2007-09-01
2007,9,26,18,12.3,-43.3,hurricane,0.0,65,990,180.0,50.0,2007-09-26
2007,11,2,18,30.3,-73.3,hurricane,0.0,70,980,420.0,90.0,2007-11-02
2007,8,21,8,18.7,-87.7,hurricane,4.0,150,905,254.8905109489051,83.21167883211679,2007-08-21
2007,9,3,7,14.0,-75.3,hurricane,4.0,150,929,254.8905109489051,83.21167883211679,2007-09-03
2008,10,15,18,15.6,-85.0,tropical depression,0.0,25,1006,0.0,0.0,2008-10-15
2008,8,25,6,31.5,-89.9,tropical depression,0.0,30,1002,0.0,0.0,2008-08-25
2008,9,2,12,32.1,-93.5,tropical depression,0.0,30,989,0.0,0.0,2008-09-02
2008,9,1,6,17.2,-37.0,tropical depression,0.0,30,1006,0.0,0.0,2008-09-01
2008,9,25,0,21.5,-70.0,tropical depression,0.0,30,1005,0.0,0.0,2008-09-25
2008,11,6,0,14.2,-82.0,tropical depression,0.0,30,1004,0.0,0.0,2008-11-06
2008,11,9,6,21.0,-77.7,tropical storm,0.0,55,990,60.0,0.0,2008-11-09
2008,9,2,0,30.7,-92.3,tropical storm,0.0,60,971,175.0,0.0,2008-09-02
2008,9,3,12,20.6,-50.3,tropical storm,0.0,60,989,225.0,0.0,2008-09-03
2008,9,28,12,39.4,-68.2,hurricane,1.0,75,989,290.0,100.0,2008-09-28
2008,7,23,14,26.0,-96.8,hurricane,1.0,85,963,220.0,40.0,2008-07-23
2008,10,16,6,18.2,-63.9,hurricane,3.0,115,958,195.0,50.0,2008-10-16
2008,9,4,6,22.4,-55.0,hurricane,3.0,125,935,220.0,50.0,2008-09-04
2008,11,8,18,20.2,-78.8,hurricane,3.0,125,951,150.0,50.0,2008-11-08
2008,8,30,22,22.4,-83.1,hurricane,4.0,135,941,250.0,80.0,2008-08-30
2009,9,3,18,16.6,-64.5,tropical depression,0.0,30,1008,0.0,0.0,2009-09-03
2009,5,29,12,39.3,-65.0,tropical depression,0.0,30,1006,0.0,0.0,2009-05-29
2009,8,20,6,21.1,-59.6,hurricane,3.0,115,949,350.0,105.0,2009-08-20
2010,7,2,0,23.2,-101.9,tropical depression,0.0,30,997,0.0,0.0,2010-07-02
2010,8,11,0,26.1,-84.1,tropical depression,0.0,30,1008,0.0,0.0,2010-08-11
2010,9,10,6,15.9,-28.7,tropical depression,0.0,30,1004,0.0,0.0,2010-09-10
2010,9,26,0,17.0,-90.8,tropical depression,0.0,30,1001,0.0,0.0,2010-09-26
2010,10,15,6,22.9,-80.9,tropical depression,0.0,30,1008,0.0,0.0,2010-10-15
2010,10,25,18,18.0,-90.8,tropical depression,0.0,30,1000,0.0,0.0,2010-10-25
2010,10,28,18,25.6,-61.2,tropical depression,0.0,30,1006,0.0,0.0,2010-10-28
2010,11,3,12,14.3,-74.7,tropical depression,0.0,30,1006,0.0,0.0,2010-11-03
2010,10,29,18,30.2,-65.8,tropical storm,0.0,55,993,135.0,0.0,2010-10-29
2010,9,11,18,17.4,-40.4,tropical storm,0.0,60,995,160.0,0.0,2010-09-11
2010,10,14,12,22.6,-84.5,tropical storm,0.0,60,999,90.0,0.0,2010-10-14
2010,10,24,0,16.2,-84.3,tropical storm,0.0,60,995,130.0,0.0,2010-10-24
2010,11,7,12,25.7,-69.5,tropical storm,0.0,60,992,225.0,0.0,2010-11-07
2010,10,30,12,35.1,-57.2,hurricane,0.0,65,991,150.0,10.0,2010-10-30
2010,9,25,0,20.4,-27.8,hurricane,1.0,75,982,80.0,20.0,2010-09-25
2010,10,25,0,17.2,-88.3,hurricane,1.0,85,977,140.0,25.0,2010-10-25
2010,10,31,6,13.8,-62.4,hurricane,1.0,85,983,170.0,40.0,2010-10-31
2010,10,13,0,19.6,-86.0,hurricane,1.0,90,981,95.0,35.0,2010-10-13
2010,9,17,15,19.4,-96.0,hurricane,2.0,110,970,150.0,35.0,2010-09-17
2010,8,27,18,27.1,-60.1,hurricane,3.0,115,942,310.0,100.0,2010-08-27
2010,9,15,12,17.7,-32.2,hurricane,3.0,120,948,180.0,50.0,2010-09-15
2010,9,15,0,18.9,-53.5,hurricane,4.0,135,924,340.0,75.0,2010-09-15
2011,9,1,6,37.4,-63.7,tropical depression,0.0,30,1008,0.0,0.0,2011-09-01
2011,7,22,6,36.2,-67.4,tropical depression,0.0,30,1008,0.0,0.0,2011-07-22
2011,9,28,0,18.1,-59.5,tropical depression,0.0,30,1009,0.0,0.0,2011-09-28
2011,9,2,12,38.0,-62.8,tropical storm,0.0,40,1002,60.0,0.0,2011-09-02
2011,11,11,0,31.0,-69.0,tropical storm,0.0,55,984,310.0,0.0,2011-11-11
2011,8,28,9,39.4,-74.4,tropical storm,0.0,60,959,390.0,0.0,2011-08-28
2011,10,7,12,29.3,-56.5,hurricane,1.0,80,977,165.0,50.0,2011-10-07
2011,10,26,6,17.5,-85.0,hurricane,2.0,100,969,180.0,45.0,2011-10-26
2011,8,24,12,21.9,-73.3,hurricane,2.0,105,957,300.0,80.0,2011-08-24
2012,6,27,12,29.5,-80.3,tropical depression,0.0,30,1001,0.0,0.0,2012-06-27
2012,8,10,6,17.9,-97.2,tropical depression,0.0,30,1002,0.0,0.0,2012-08-10
2012,8,30,6,13.6,-40.9,tropical depression,0.0,30,1006,0.0,0.0,2012-08-30
2012,10,3,12,17.4,-41.2,tropical depression,0.0,30,1006,0.0,0.0,2012-10-03
2012,10,13,6,25.3,-71.7,tropical depression,0.0,30,1008,0.0,0.0,2012-10-13
2012,10,22,12,13.1,-78.6,tropical depression,0.0,30,1002,0.0,0.0,2012-10-22
2012,10,23,18,25.7,-50.6,tropical depression,0.0,30,1005,0.0,0.0,2012-10-23
2012,10,12,12,25.3,-72.2,tropical storm,0.0,40,1006,60.0,0.0,2012-10-12
2012,10,25,6,30.1,-40.0,tropical storm,0.0,45,1000,130.0,0.0,2012-10-25
2012,10,15,0,21.3,-64.7,tropical storm,0.0,60,989,250.0,0.0,2012-10-15
2012,10,27,6,28.1,-76.9,tropical storm,0.0,60,968,630.0,0.0,2012-10-27
2012,9,30,18,37.2,-38.9,hurricane,1.0,80,978,180.0,50.0,2012-09-30
2012,10,16,12,27.6,-64.9,hurricane,1.0,80,969,310.0,60.0,2012-10-16
2012,8,8,3,18.8,-87.7,hurricane,1.0,85,973,210.0,30.0,2012-08-08
2012,8,31,12,30.6,-50.9,hurricane,1.0,90,972,100.0,30.0,2012-08-31
2012,8,19,0,34.3,-35.0,hurricane,1.0,95,965,190.0,50.0,2012-08-19
2012,10,25,6,20.1,-76.0,hurricane,2.0,100,954,360.0,45.0,2012-10-25
2013,9,13,6,19.6,-94.6,tropical depression,0.0,30,1002,0.0,0.0,2013-09-13
2013,6,6,18,28.9,-83.9,tropical storm,0.0,55,993,180.0,0.0,2013-06-06
2013,9,16,6,23.4,-96.9,tropical storm,0.0,60,990,120.0,0.0,2013-09-16
2013,9,15,6,22.0,-95.2,hurricane,1.0,75,985,140.0,30.0,2013-09-15
2014,9,1,18,20.0,-93.2,tropical depression,0.0,30,1009,0.0,0.0,2014-09-01
2014,7,23,12,14.0,-55.0,tropical depression,0.0,30,1012,0.0,0.0,2014-07-23
2014,8,4,18,28.5,-73.6,hurricane,0.0,70,999,150.0,20.0,2014-08-04
2014,10,12,12,33.1,-63.9,hurricane,0.0,70,983,270.0,20.0,2014-10-12
2014,8,29,0,39.1,-58.8,hurricane,1.0,75,965,400.0,80.0,2014-08-29
2014,7,4,8,35.8,-75.5,hurricane,1.0,85,973,190.0,60.0,2014-07-04
2014,9,16,12,30.6,-57.8,hurricane,2.0,105,955,280.0,90.0,2014-09-16
2014,10,16,18,26.5,-68.3,hurricane,3.0,125,942,240.0,75.0,2014-10-16
2015,5,11,18,37.0,-76.3,tropical depression,0.0,30,1012,0.0,0.0,2015-05-11
2015,9,28,18,27.4,-70.0,tropical depression,0.0,30,1003,0.0,0.0,2015-09-28
2015,9,17,12,15.9,-45.1,tropical depression,0.0,30,1006,0.0,0.0,2015-09-17
2015,8,28,12,17.6,-68.6,tropical storm,0.0,45,1008,140.0,0.0,2015-08-28
2015,10,7,18,41.5,-43.3,tropical storm,0.0,60,977,420.0,0.0,2015-10-07
2015,8,31,12,16.1,-23.3,hurricane,1.0,75,986,130.0,25.0,2015-08-31
2015,11,11,12,36.2,-62.5,hurricane,1.0,75,980,300.0,30.0,2015-11-11
2015,8,21,12,13.8,-47.8,hurricane,2.0,110,960,80.0,25.0,2015-08-21
2015,10,3,12,25.4,-72.6,hurricane,4.0,135,934,290.0,95.0,2015-10-03
2016,8,6,12,19.0,-97.5,tropical depression,0.0,25,1008,0.0,0.0,2016-08-06
2016,6,4,18,35.1,-65.9,tropical depression,0.0,30,1008,0.0,0.0,2016-06-04
2016,6,5,12,21.6,-88.0,tropical depression,0.0,30,1005,0.0,0.0,2016-06-05
2016,6,21,0,21.1,-97.8,tropical depression,0.0,30,1010,0.0,0.0,2016-06-21
2016,9,1,0,36.8,-71.2,tropical depression,0.0,30,1010,0.0,0.0,2016-09-01
2016,8,23,0,25.3,-61.7,tropical depression,0.0,30,1010,0.0,0.0,2016-08-23
2016,8,22,12,11.5,-26.5,tropical depression,0.0,30,1008,0.0,0.0,2016-08-22
2016,8,31,0,24.1,-87.8,tropical depression,0.0,30,1003,0.0,0.0,2016-08-31
2016,9,18,0,30.7,-76.4,tropical depression,0.0,30,1010,0.0,0.0,2016-09-18
2016,9,22,12,24.4,-61.7,tropical depression,0.0,30,1007,0.0,0.0,2016-09-22
2016,9,25,0,25.4,-40.4,tropical depression,0.0,30,1011,0.0,0.0,2016-09-25
2016,11,26,12,9.1,-93.3,tropical depression,0.0,30,1005,0.0,0.0,2016-11-26
2016,5,29,0,31.0,-79.4,tropical storm,0.0,40,1007,50.0,0.0,2016-05-29
2016,6,20,12,20.7,-96.1,tropical storm,0.0,40,1007,120.0,0.0,2016-06-20
2016,6,7,6,30.7,-82.1,tropical storm,0.0,45,1003,200.0,0.0,2016-06-07
2016,8,21,0,21.5,-49.6,tropical storm,0.0,45,1004,80.0,0.0,2016-08-21
2016,9,14,0,29.8,-81.5,tropical storm,0.0,45,1010,50.0,0.0,2016-09-14
2016,9,22,18,20.3,-34.2,tropical storm,0.0,45,999,150.0,0.0,2016-09-22
2016,9,16,6,44.0,-42.8,tropical storm,0.0,50,994,180.0,0.0,2016-09-16
2016,1,15,13,38.7,-27.1,tropical storm,0.0,55,986,580.0,0.0,2016-01-15
2016,8,4,12,17.4,-89.4,tropical storm,0.0,60,989,100.0,0.0,2016-08-04
2016,9,2,12,38.9,-33.0,tropical storm,0.0,60,992,220.0,0.0,2016-09-02
2016,9,2,8,30.6,-83.8,tropical storm,0.0,60,984,190.0,0.0,2016-09-02
2016,9,25,6,35.8,-55.1,tropical storm,0.0,60,990,230.0,0.0,2016-09-25
2016,9,29,12,14.1,-65.5,tropical storm,0.0,60,995,270.0,0.0,2016-09-29
2016,10,18,0,43.5,-41.9,tropical storm,0.0,60,966,600.0,0.0,2016-10-18
2016,11,25,6,10.6,-86.2,tropical storm,0.0,60,994,80.0,0.0,2016-11-25
2016,9,2,5,30.1,-84.1,hurricane,0.0,70,981,210.0,60.0,2016-09-02
2016,1,14,18,32.5,-28.0,hurricane,1.0,75,981,250.0,20.0,2016-01-14
2016,8,4,6,17.4,-88.3,hurricane,1.0,75,979,160.0,20.0,2016-08-04
2016,11,24,17,11.0,-83.8,hurricane,2.0,100,975,100.0,30.0,2016-11-24
2016,8,31,6,33.1,-50.5,hurricane,2.0,105,955,250.0,80.0,2016-08-31
2016,10,13,6,30.6,-66.2,hurricane,3.0,120,950,300.0,130.0,2016-10-13
2016,10,1,0,13.4,-71.9,hurricane,4.0,145,942,260.0,60.0,2016-10-01
2017,7,7,12,15.4,-49.7,tropical depression,0.0,25,1011,0.0,0.0,2017-07-07
2017,8,10,12,19.8,-98.3,tropical depression,0.0,25,1000,0.0,0.0,2017-08-10
2017,4,20,0,32.8,-39.6,tropical depression,0.0,30,996,0.0,0.0,2017-04-20
2017,6,23,12,35.5,-90.8,tropical depression,0.0,30,1001,0.0,0.0,2017-06-23
2017,7,17,6,10.4,-49.1,tropical depression,0.0,30,1010,0.0,0.0,2017-07-17
2017,8,1,18,29.7,-78.6,tropical depression,0.0,30,1010,0.0,0.0,2017-08-01
2017,8,12,18,24.0,-69.4,tropical depression,0.0,30,1013,0.0,0.0,2017-08-12
2017,9,1,0,34.1,-89.6,tropical depression,0.0,30,1000,0.0,0.0,2017-09-01
2017,8,30,0,16.1,-26.9,tropical depression,0.0,30,1008,0.0,0.0,2017-08-30
2017,9,5,6,11.6,-37.9,tropical depression,0.0,30,1008,0.0,0.0,2017-09-05
2017,9,9,12,20.1,-97.7,tropical depression,0.0,30,1004,0.0,0.0,2017-09-09
2017,9,22,18,30.5,-49.1,tropical depression,0.0,30,1012,0.0,0.0,2017-09-22
2017,9,16,12,12.2,-49.7,tropical depression,0.0,30,1006,0.0,0.0,2017-09-16
2017,10,5,0,12.6,-82.7,tropical depression,0.0,30,1004,0.0,0.0,2017-10-05
2017,10,29,0,22.7,-81.2,tropical depression,0.0,30,1003,0.0,0.0,2017-10-29
2017,11,6,18,29.4,-50.2,tropical depression,0.0,30,1009,0.0,0.0,2017-11-06
2017,10,28,22,22.2,-81.6,tropical storm,0.0,35,1000,120.0,0.0,2017-10-28
2017,4,21,6,40.0,-46.3,tropical storm,0.0,45,990,210.0,0.0,2017-04-21
2017,6,20,9,10.6,-62.6,tropical storm,0.0,45,1008,120.0,0.0,2017-06-20
2017,7,18,0,11.2,-53.8,tropical storm,0.0,45,1005,40.0,0.0,2017-07-18
2017,9,6,12,22.0,-95.8,tropical storm,0.0,45,1004,60.0,0.0,2017-09-06
2017,6,21,12,27.3,-92.3,tropical storm,0.0,50,993,230.0,0.0,2017-06-21
2017,7,31,14,27.5,-82.7,tropical storm,0.0,50,1001,60.0,0.0,2017-07-31
2017,11,8,6,36.4,-48.7,tropical storm,0.0,50,996,220.0,0.0,2017-11-08
2017,8,31,0,16.3,-31.7,tropical storm,0.0,55,999,80.0,0.0,2017-08-31
2017,9,29,18,41.0,-48.2,tropical storm,0.0,55,987,210.0,0.0,2017-09-29
2017,8,10,6,20.0,-96.8,tropical storm,0.0,60,991,190.0,0.0,2017-08-10
2017,8,17,12,42.2,-52.0,tropical storm,0.0,60,981,300.0,0.0,2017-08-17
2017,8,24,12,23.7,-93.1,tropical storm,0.0,60,986,100.0,0.0,2017-08-24
2017,9,20,18,39.2,-69.4,tropical storm,0.0,60,976,380.0,0.0,2017-09-20
2017,9,28,12,36.8,-70.0,tropical storm,0.0,60,982,360.0,0.0,2017-09-28
2017,10,8,6,30.5,-88.9,tropical storm,0.0,60,984,100.0,0.0,2017-10-08
2017,10,11,12,30.0,-36.7,tropical storm,0.0,60,994,120.0,0.0,2017-10-11
2017,8,10,0,20.3,-95.5,hurricane,1.0,75,981,220.0,30.0,2017-08-10
2017,10,7,18,27.6,-88.9,hurricane,1.0,80,981,180.0,35.0,2017-10-07
2017,9,8,18,21.1,-96.2,hurricane,1.0,90,972,110.0,35.0,2017-09-08
2017,8,16,18,38.2,-64.1,hurricane,1.0,95,962,220.0,50.0,2017-08-16
2017,9,27,18,30.8,-57.0,hurricane,2.0,100,962,140.0,55.0,2017-09-27
2017,10,14,18,35.3,-25.2,hurricane,2.0,100,959,200.0,70.0,2017-10-14
2017,8,26,3,28.0,-96.9,hurricane,3.0,115,937,200.0,55.0,2017-08-26
2017,9,9,0,16.7,-58.9,hurricane,4.0,135,938,220.0,60.0,2017-09-09
2017,9,20,3,17.3,-64.7,hurricane,4.0,150,908,230.0,85.0,2017-09-20
2017,9,6,16,18.5,-64.4,hurricane,4.0,155,915,260.0,90.0,2017-09-06
2018,5,31,0,41.5,-86.0,tropical depression,0.0,30,997,0.0,0.0,2018-05-31
2018,7,4,18,10.1,-36.5,tropical depression,0.0,30,1008,0.0,0.0,2018-07-04
2018,7,8,0,32.9,-75.3,tropical depression,0.0,30,1012,0.0,0.0,2018-07-08
2018,9,22,6,13.0,-53.4,tropical depression,0.0,30,1007,0.0,0.0,2018-09-22
2018,9,16,18,34.1,-82.1,tropical depression,0.0,30,1006,0.0,0.0,2018-09-16
2018,9,5,12,31.9,-89.8,tropical depression,0.0,30,1007,0.0,0.0,2018-09-05
2018,9,7,18,13.5,-17.4,tropical depression,0.0,30,1003,0.0,0.0,2018-09-07
2018,9,15,0,15.4,-69.0,tropical depression,0.0,30,1006,0.0,0.0,2018-09-15
2018,9,18,12,32.0,-27.3,tropical depression,0.0,30,1007,0.0,0.0,2018-09-18
2018,9,22,6,7.7,-21.8,tropical depression,0.0,30,1007,0.0,0.0,2018-09-22
2018,10,7,6,18.4,-86.8,tropical depression,0.0,30,1004,0.0,0.0,2018-10-07
2018,10,12,18,16.2,-37.0,tropical depression,0.0,30,1008,0.0,0.0,2018-10-12
2018,8,17,18,48.3,-31.8,tropical storm,0.0,40,1003,160.0,0.0,2018-08-17
2018,8,9,0,42.4,-47.2,tropical storm,0.0,45,998,60.0,0.0,2018-08-09
2018,9,15,6,31.5,-42.8,tropical storm,0.0,45,995,40.0,0.0,2018-09-15
2018,5,28,6,28.6,-86.0,tropical storm,0.0,55,990,160.0,0.0,2018-05-28
2018,7,7,12,11.7,-50.4,tropical storm,0.0,55,999,50.0,0.0,2018-07-07
2018,9,26,18,12.5,-55.0,tropical storm,0.0,55,998,170.0,0.0,2018-09-26
2018,10,10,12,12.3,-31.4,tropical storm,0.0,55,996,120.0,0.0,2018-10-10
2018,7,12,12,43.3,-59.2,tropical storm,0.0,60,987,330.0,0.0,2018-07-12
2018,9,15,0,33.9,-78.8,tropical storm,0.0,60,978,250.0,0.0,2018-09-15
2018,9,5,3,30.4,-88.5,tropical storm,0.0,60,996,100.0,0.0,2018-09-05
2018,9,15,6,36.9,-35.7,tropical storm,0.0,60,986,260.0,0.0,2018-09-15
2018,9,11,18,14.6,-50.5,tropical storm,0.0,60,997,110.0,0.0,2018-09-11
2018,10,9,18,30.7,-43.1,tropical storm,0.0,60,983,390.0,0.0,2018-10-09
2018,10,8,6,20.2,-85.4,tropical storm,0.0,60,984,240.0,0.0,2018-10-08
2018,10,28,12,25.4,-53.1,tropical storm,0.0,60,990,160.0,0.0,2018-10-28
2018,9,10,18,14.4,-44.8,hurricane,0.0,65,995,60.0,10.0,2018-09-10
2018,7,6,12,10.7,-46.0,hurricane,0.0,70,992,50.0,10.0,2018-07-06
2018,10,12,6,31.4,-32.5,hurricane,1.0,80,968,360.0,65.0,2018-10-12
2018,7,11,6,34.6,-70.7,hurricane,1.0,90,969,140.0,35.0,2018-07-11
2018,9,11,12,16.2,-34.0,hurricane,1.0,95,967,170.0,50.0,2018-09-11
2018,10,30,0,27.0,-58.5,hurricane,1.0,95,966,100.0,25.0,2018-10-30
2018,9,11,18,27.2,-66.4,hurricane,4.0,130,937,270.0,90.0,2018-09-11
2018,10,10,17,30.0,-85.5,hurricane,4.0,140,919,220.0,60.0,2018-10-10
2019,7,11,0,27.8,-87.6,tropical depression,0.0,30,1008,0.0,0.0,2019-07-11
2019,8,23,0,38.0,-41.8,tropical depression,0.0,30,1007,0.0,0.0,2019-08-23
2019,8,24,12,10.4,-47.5,tropical depression,0.0,30,1010,0.0,0.0,2019-08-24
2019,8,29,6,35.6,-72.1,tropical depression,0.0,30,1003,0.0,0.0,2019-08-29
2019,9,4,18,24.3,-98.0,tropical depression,0.0,30,1004,0.0,0.0,2019-09-04
2019,10,16,0,17.0,-23.4,tropical depression,0.0,30,1009,0.0,0.0,2019-10-16
2019,9,3,18,18.1,-32.1,tropical depression,0.0,30,1006,0.0,0.0,2019-09-03
2019,9,13,18,25.2,-74.7,tropical depression,0.0,30,1008,0.0,0.0,2019-09-13
2019,9,18,18,30.6,-95.0,tropical depression,0.0,30,1007,0.0,0.0,2019-09-18
2019,9,18,0,13.6,-46.3,tropical depression,0.0,30,1006,0.0,0.0,2019-09-18
2019,9,27,12,28.8,-60.0,tropical depression,0.0,30,1006,0.0,0.0,2019-09-27
2019,9,23,0,11.0,-20.4,tropical depression,0.0,30,1007,0.0,0.0,2019-09-23
2019,7,23,12,28.6,-80.0,tropical depression,0.0,30,1014,0.0,0.0,2019-07-23
2019,8,21,18,39.9,-50.3,tropical storm,0.0,35,1007,50.0,0.0,2019-08-21
2019,8,28,12,33.0,-72.9,tropical storm,0.0,35,1002,100.0,0.0,2019-08-28
2019,9,17,18,29.0,-95.4,tropical storm,0.0,40,1003,40.0,0.0,2019-09-17
2019,9,26,18,26.9,-63.1,tropical storm,0.0,40,1005,100.0,0.0,2019-09-26
2019,10,25,18,25.9,-93.6,tropical storm,0.0,40,998,80.0,0.0,2019-10-25
2019,9,4,6,23.4,-96.8,tropical storm,0.0,45,1000,90.0,0.0,2019-09-04
2019,10,13,0,38.6,-64.9,tropical storm,0.0,45,998,90.0,0.0,2019-10-13
2019,10,19,6,28.6,-87.1,tropical storm,0.0,50,996,140.0,0.0,2019-10-19
2019,9,9,0,35.8,-49.3,tropical storm,0.0,55,995,130.0,0.0,2019-09-09
2019,7,13,18,29.9,-92.4,tropical storm,0.0,60,996,150.0,0.0,2019-07-13
2019,8,28,12,17.3,-64.2,tropical storm,0.0,60,999,80.0,0.0,2019-08-28
2019,9,15,18,29.1,-78.1,tropical storm,0.0,60,993,190.0,0.0,2019-09-15
2019,9,21,0,20.1,-62.4,tropical storm,0.0,60,993,130.0,0.0,2019-09-21
2019,9,25,0,13.0,-31.6,tropical storm,0.0,60,993,320.0,0.0,2019-09-25
2019,10,28,0,45.5,-17.0,tropical storm,0.0,60,982,70.0,0.0,2019-10-28
2019,11,23,6,28.1,-50.5,tropical storm,0.0,60,991,190.0,0.0,2019-11-23
2019,7,13,15,29.6,-92.2,hurricane,0.0,65,993,220.0,40.0,2019-07-13
2019,10,27,18,44.1,-17.3,hurricane,0.0,70,977,90.0,10.0,2019-10-27
2019,9,20,0,17.7,-56.6,hurricane,1.0,90,976,100.0,30.0,2019-09-20
2019,9,19,3,33.8,-64.0,hurricane,2.0,110,950,370.0,140.0,2019-09-19
2019,9,29,3,24.3,-45.0,hurricane,4.0,140,925,380.0,90.0,2019-09-29
2019,9,1,18,26.5,-77.1,hurricane,5.0,160,910,210.0,60.0,2019-09-01
2020,5,16,18,28.0,-78.7,tropical depression,0.0,30,1008,0.0,0.0,2020-05-16
2020,5,27,18,33.7,-80.1,tropical depression,0.0,30,1007,0.0,0.0,2020-05-27
2020,9,18,12,23.2,-93.8,tropical depression,0.0,30,1005,0.0,0.0,2020-09-18
2020,6,9,18,40.3,-91.7,tropical depression,0.0,30,988,0.0,0.0,2020-06-09
2020,10,5,6,16.4,-77.7,tropical depression,0.0,30,1006,0.0,0.0,2020-10-05
2020,7,5,18,35.0,-61.9,tropical depression,0.0,30,1007,0.0,0.0,2020-07-05
2020,10,19,6,25.5,-55.9,tropical depression,0.0,30,1003,0.0,0.0,2020-10-19
2020,11,7,0,17.5,-86.4,tropical depression,0.0,30,1002,0.0,0.0,2020-11-07
2020,10,6,6,21.3,-88.5,tropical depression,0.0,30,1005,0.0,0.0,2020-10-06
2020,7,25,18,10.8,-62.1,tropical depression,0.0,30,1009,0.0,0.0,2020-07-25
2020,7,26,18,25.8,-100.3,tropical depression,0.0,30,1000,0.0,0.0,2020-07-26
2020,11,13,12,14.4,-73.7,tropical depression,0.0,30,1006,0.0,0.0,2020-11-13
2020,8,16,12,20.2,-64.5,tropical depression,0.0,30,1010,0.0,0.0,2020-08-16
2020,8,21,6,16.9,-57.5,tropical depression,0.0,30,1008,0.0,0.0,2020-08-21
2020,8,21,18,17.4,-84.2,tropical depression,0.0,30,1007,0.0,0.0,2020-08-21
2020,9,3,18,16.1,-90.5,tropical depression,0.0,30,1005,0.0,0.0,2020-09-03
2020,9,5,12,36.8,-57.3,tropical depression,0.0,30,1009,0.0,0.0,2020-09-05
2020,9,7,6,17.0,-41.8,tropical depression,0.0,30,1006,0.0,0.0,2020-09-07
2020,9,13,12,26.7,-47.3,tropical depression,0.0,30,1009,0.0,0.0,2020-09-13
2020,9,17,6,32.1,-86.1,tropical depression,0.0,30,1000,0.0,0.0,2020-09-17
2020,9,13,18,12.6,-37.4,tropical depression,0.0,30,1006,0.0,0.0,2020-09-13
2020,8,1,6,17.4,-21.0,tropical depression,0.0,30,1008,0.0,0.0,2020-08-01
2020,11,15,6,31.6,-18.5,tropical depression,0.0,30,1005,0.0,0.0,2020-11-15
2020,9,17,12,21.6,-37.6,tropical depression,0.0,30,1008,0.0,0.0,2020-09-17
2020,9,21,0,15.8,-46.7,tropical depression,0.0,30,1009,0.0,0.0,2020-09-21
2020,10,24,18,18.2,-83.0,tropical depression,0.0,30,1006,0.0,0.0,2020-10-24
2020,9,2,18,36.2,-66.4,tropical storm,0.0,35,1004,70.0,0.0,2020-09-02
